	named_entities	type
4839	 Lei no 12.334	train
4840	 Lei no 7.797	train
4841	 Lei no 9.433	train
4842	Decreto-Lei no 227	train
4843	 Decreto no 10.285	train
4844	 Decreto no 10.302	train
4845	 Decreto no 10.318	train
4846	 Decreto no 10.352	train
4847	 Lei no 8.112	train
4848	 Decreto no 9.991	train
4849	 Decreto no 76.590	train
4850	 Decreto no 98.996	train
4851	 Decreto no 99.255	train
4852	 Decreto no 89.121	test
4853	 Decreto no 91.438	test
4854	 Decreto no 91.783	test
4855	 Decreto no 97.464	test
4856	 Decreto no 9.853	test
4857	 Decreto no 9.662	train
4858	Decreto-Lei no 167	train
4859	 Lei no 12.087	train
4860	 Lei no 13.999	train
4861	 Lei no 13.756	train
4862	 Lei no 14.020	train
4863	 Lei no 9.503	train
4864	 Lei no 13.844	train
4865	 Lei no 10.696	train
4866	 Lei no 12.512	train
4867	 Decreto no 7.775	train
4868	 Decreto no 6.464	test
4869	Decreto Legislativo no 6	test
4870	 Lei no 8.387	train
4871	Decreto-Lei no 288	train
4872	 Decreto no 9.373	train
4873	 Decreto no 8.950	train
4874	 Lei no 9.615	train
4875	 Lei no 10.671	train
4876	 Lei no 13.979	train
4877	 Lei no 13.979	train
4878	Decreto Legislativo no 6	train
4879	 Decreto no 10.171	train
4880	 Decreto no 8.950	train
4881	 Decreto no 10.255	train
4882	 Decreto no 10.530	test
4883	 Lei no 13.982	test
4884	 Decreto no 3.048	test
4885	 Decreto no 10.413	test
4886	 Decreto no 5.751	train
4887	 Decreto no 93.872	train
4888	Decreto-Lei no 2.056	train
4889	 Lei no 5.107	train
4890	 Lei no 5.172	train
4891	Decreto-Lei no 2.401	train
4892	Decreto-Lei no 2.446	train
4893	Decreto-Lei no 37	train
4894	 Lei no 5.070	test
4895	 Lei no 6.880	test
4896	Decreto-Lei no 2.347	train
4897	 Lei no 7.681	train
4898	 Lei no 6.880	train
4899	 Lei no 2.956	train
4900	 Lei no 4.504	train
4901	 Lei no 4.737	train
4902	 Lei no 5.197	train
4903	 Lei no 5.682	train
4904	 Lei no 6.880	test
4905	 Lei no 6.923	test
4906	 Lei no 5.070	train
4907	 Lei no 7664	train
4908	 Lei no 1.711	train
4909	 Lei no 5.070	train
4910	Decreto-Lei no 2.280	train
4911	Decreto-Lei no 2.406	train
4912	 Lei no 2.145	train
4913	 Lei no 5.972	train
4914	 Lei no 6.503	test
4915	 Lei no 2.145	test
4916	Decreto-Lei no 1.901	train
4917	Decreto-Lei no 2.404	train
4918	Decreto-Lei no 2.320	train
4919	 Lei no 5.108	train
4920	Decreto-Lei no 2.355	train
4921	 Decreto no 92.689	train
4922	 Decreto no 92.617	train
4923	 Decreto no 92.617	train
4924	 Decreto no 92.691	test
4925	 Decreto no 92.622	test
4926	 Decreto no 95.682	train
4927	 Decreto no 92.679	train
4928	 Decreto no 92.690	train
4929	 Decreto no 91.248	train
4930	 Lei no 7.594	train
4931	 Lei no 5.787	train
4932	 Decreto no 92.619	train
4933	 Decreto no 92.689	train
4934	 Decreto no 92.690	train
4935	 Decreto no 92.619	test
4936	 Decreto no 88.455	test
4937	 Decreto no 93.872	train
4938	 Decreto no 87.569	train
4939	 Decreto no 95.744	train
4940	 Decreto no 92.689	train
4941	 Decreto no 92.690	train
4942	 Decreto no 92.690	train
4943	 Decreto no 92.683	train
4944	 Decreto no 92.694	train
4945	 Decreto no 92.689	test
4946	 Decreto no 92.689	test
4947	 Decreto no 95.492	train
4948	 Decreto no 94.712	train
4949	 Decreto no 92.503	train
4950	 Decreto no 96.177	train
4951	 Lei no 5.821	train
4952	 Decreto no 71.848	train
4953	 Decreto no 92.690	train
4954	 Decreto no 75.160	train
4955	 Decreto no 92.620	train
4956	 Lei no 7.560	test
4957	 Decreto no 92.622	test
4958	 Decreto no 9.684	train
4959	 Decreto no 93.186	train
4960	 Decreto no 87.569	train
4961	 Decreto no 92.503	train
4962	 Decreto no 71.733	train
4963	 Decreto no 92.683	train
4964	 Decreto no 95.861	train
4965	 Lei no 7.621	train
4966	 Lei no 7.596	test
4967	 Decreto no 84.134	test
4968	 Decreto no 61.078	train
4969	 Decreto no 92.623	train
4970	 Lei no 7.649	train
4971	 Decreto no 92.689	train
4972	 Decreto no 92.619	train
4973	 Decreto no 92.679	train
4974	 Decreto no 92.689	train
4975	 Decreto no 92.694	train
4976	 Decreto no 92.687	test
4977	 Decreto no 92.619	test
4978	 Decreto no 77.920	train
4979	 Decreto no 90.116	train
4980	 Decreto no 92.623	train
4981	 Decreto no 92.683	train
4982	 Decreto no 92.619	train
4983	 Decreto no 92.623	train
4984	 Lei no 7.596	train
4985	 Decreto no 92.619	train
4986	 Decreto no 92.694	test
4987	 Decreto no 92.694	test
4988	 Decreto no 92.694	train
4989	 Decreto no 92.679	train
4990	 Decreto no 94.338	train
4991	 Decreto no 92.689	train
4992	 Lei no 6.533	train
4993	 Decreto no 95.572	train
4994	 Decreto no 92.623	train
4995	 Decreto no 92.689	train
4996	 Decreto no 92.617	test
4997	 Decreto no 92.622	test
4998	 Decreto no 92.619	train
4999	 Decreto no 96.622	train
5000	 Decreto no 92.622	train
5001	 Decreto no 92.619	train
5002	 Decreto no 92.682	train
5003	 Decreto no 92.623	train
5004	 Decreto no 92.620	train
5005	 Decreto no 49.748	train
5006	 Decreto no 62.860	test
5007	 Decreto no 92.623	test
5008	 Decreto no 95.904	train
5009	 Decreto no 83.700	train
5010	Decreto-Lei no 1952	train
5011	 Lei no 7.639	train
5012	 Decreto no 81.600	train
5013	 Decreto no 95.492	train
5014	 Decreto no 91.370	train
5015	 Decreto no 92.620	train
5016	 Decreto no 95.810	test
5017	 Decreto no 92.689	test
5018	 Decreto no 95.861	train
5019	 Decreto no 92.689	train
5020	 Lei no 7.613	train
5021	 Decreto no 92.617	train
5022	 Decreto no 54.466	train
5023	 Decreto no 90.764	train
5024	 Decreto no 92.619	train
5025	 Decreto no 92.619	train
5026	 Decreto no 92.690	train
5027	 Decreto no 92.617	test
5028	 Decreto no 92.680	test
5029	 Decreto no 92.623	train
5030	 Decreto no 92.683	train
5031	 Decreto no 92.622	train
5032	 Decreto no 92.617	train
5033	 Decreto no 95.605	train
5034	Decreto-Lei no 2.375	train
5035	 Decreto no 92.623	train
5036	Decreto-Lei no 2.437	train
5037	 Decreto no 91.725	test
5038	 Decreto no 92.619	test
5039	 Decreto no 92.622	train
5040	 Decreto no 92.622	train
5041	 Decreto no 92.622	train
5042	 Decreto no 92.690	train
5043	 Decreto no 92.623	train
5044	 Decreto no 92.694	train
5045	 Decreto no 92.617	train
5046	 Decreto no 92.622	train
5047	 Decreto no 92.622	test
5048	 Decreto no 92.622	test
5049	Decreto-Lei no 2.300	train
5050	Decreto-Lei no 2.290	train
5051	Decreto-Lei no 2.333	train
5052	 Lei no 6.782	train
5053	Lei Complementar no 48	train
5054	Decreto-Lei no 1.714	train
5055	Decreto-Lei no 2.225	train
5056	Decreto-Lei no 2.365	train
5057	 Lei no 7.139	test
5058	Decreto-Lei no 2.335	test
5059	Decreto-Lei no 1971	train
5060	Decreto-Lei no 2.335	train
5061	Decreto-Lei no 2.288	train
5062	Decreto-Lei no 2.335	train
5063	 Lei no 7.554	train
5064	 Lei no 7.418	train
5065	Decreto-Lei no 1.370	train
5066	 Lei no 7.562	train
5067	 Lei no 7.087	test
5068	 Lei no 6.945	test
5069	 Lei no 7.435	train
5070	 Lei no 5.619	train
5071	 Lei no 7.324	train
5072	 Lei no 5.787	train
5073	Decreto-Lei no 200	train
5074	Decreto-Lei no 900	train
5075	Decreto-Lei no 2.299	train
5076	Decreto-Lei no 1.801	train
5077	 Lei no 5.920	train
5078	 Lei no 7.194	train
5079	 Lei no 6.932	test
5080	 Lei no 5.619	test
5081	Decreto-Lei no 1.940	train
5082	Decreto-Lei no 2.321	train
5083	 Lei no 7.301	train
5084	Decreto-Lei no 2.288	train
5085	Decreto-Lei no 2.335	train
5086	Decreto-Lei no 2.365	train
5087	Decreto-Lei no 2.300	train
5088	 Decreto no 38.065	train
5089	 Decreto no 93.888	test
5090	 Lei no 7.232	test
5091	 Decreto no 92.181	test
5092	 Decreto no 91.410	train
5093	 Decreto no 92.623	train
5094	 Decreto no 92.682	train
5095	 Decreto no 92.621	train
5096	 Decreto no 92.621	train
5097	 Decreto no 93.483	train
5098	 Decreto no 92.622	train
5099	 Decreto no 84.134	train
5100	 Lei no 6.871	test
5101	 Decreto no 92.691	test
5102	 Decreto no 92.620	train
5103	 Decreto no 92.622	train
5104	 Decreto no 93.944	train
5105	 Decreto no 91.539	train
5106	 Decreto no 93.483	train
5107	 Decreto no 86.010	train
5108	 Decreto no 88.619	train
5109	 Decreto no 92.395	train
5110	 Decreto no 62.860	train
5111	 Decreto no 79.966	test
5112	 Lei no 6.880	test
5113	 Decreto no 89.253	train
5114	 Decreto no 83.396	train
5115	 Decreto no 63.192	train
5116	 Decreto no 92.619	train
5117	 Lei no 5.536	train
5118	 Decreto no 91.469	train
5119	 Decreto no 65.157	train
5120	 Decreto no 83.080	train
5121	 Decreto no 94.159	test
5122	 Decreto no 70.951	test
5123	 Lei no 7.573	train
5124	 Decreto no 75.508	train
5125	 Decreto no 91.248	train
5126	 Decreto no 94.388	train
5127	 Decreto no 93.538	train
5128	 Lei no 7.498	train
5129	 Lei no 4.380	train
5130	 Decreto no 85.645	train
5131	 Decreto no 91.403	train
5132	 Decreto no 92.681	test
5133	 Decreto no 92.689	test
5134	 Decreto no 92.689	train
5135	 Decreto no 92.617	train
5136	 Decreto no 92.683	train
5137	 Decreto no 92.689	train
5138	 Decreto no 93.890	train
5139	 Decreto no 92.619	train
5140	 Decreto no 76.892	train
5141	 Decreto no 92.623	train
5142	 Decreto no 92.679	test
5143	 Decreto no 27.048	test
5144	 Decreto no 88.341	test
5145	 Decreto no 92.620	train
5146	 Decreto no 92.621	train
5147	 Decreto no 92.690	train
5148	Decreto-Lei no 2.292	train
5149	 Decreto no 89.253	train
5150	 Decreto no 91.370	train
5151	 Decreto no 92.688	train
5152	 Decreto no 92.688	train
5153	 Decreto no 92.689	train
5154	 Decreto no 92.620	test
5155	 Decreto no 92.623	test
5156	 Decreto no 92.689	train
5157	 Decreto no 92.623	train
5158	 Decreto no 72.021	train
5159	 Decreto no 92.689	train
5160	 Decreto no 92.623	train
5161	 Decreto no 92.619	train
5162	 Decreto no 87.179	train
5163	Decreto-Lei no 532	train
5164	 Decreto no 92.620	test
5165	 Decreto no 92.620	test
5166	 Decreto no 92.692	train
5167	Decreto-Lei no 1.098	train
5168	 Decreto no 81.659	train
5169	 Decreto no 62.860	train
5170	 Decreto no 84.324	train
5171	Decreto-Lei no 532	train
5172	 Decreto no 92.676	train
5173	 Decreto no 92.617	train
5174	 Decreto no 92.691	test
5175	 Decreto no 93.538	test
5176	 Decreto no 92.754	train
5177	 Decreto no 93.877	train
5178	 Decreto no 91.403	train
5179	 Decreto no 93.613	train
5180	 Decreto no 92.693	train
5181	 Decreto no 92.619	train
5182	 Decreto no 92.689	train
5183	 Decreto no 92.694	train
5184	 Decreto no 92.623	test
5185	 Lei no 5.645	test
5186	 Decreto no 77.336	test
5187	 Decreto no 92.622	train
5188	 Decreto no 92.690	train
5189	 Decreto no 92.682	train
5190	 Decreto no 92.693	train
5191	 Decreto no 92.689	train
5192	 Decreto no 92.617	train
5193	 Decreto no 94.042	train
5194	 Decreto no 92.617	train
5195	 Decreto no 92.680	test
5196	 Decreto no 92.618	test
5197	 Decreto no 92.691	train
5198	 Decreto no 92.681	train
5199	Decreto-Lei no 1.376	train
5200	 Decreto no 40.359	train
5201	 Decreto no 92.617	train
5202	 Decreto no 92.622	train
5203	 Decreto no 92.623	train
5204	 Decreto no 93.889	train
5205	 Decreto no 92.696	test
5206	 Decreto no 92.690	test
5207	 Decreto no 75.911	train
5208	 Decreto no 92.620	train
5209	 Decreto no 93.610	train
5210	 Decreto no 89.710	train
5211	 Decreto no 92.622	train
5212	 Decreto no 92.622	train
5213	 Decreto no 92.559	train
5214	 Decreto no 94.664	train
5215	 Decreto no 76.085	test
5216	 Lei no 5.991	test
5217	 Decreto no 74.170	test
5218	 Decreto no 83.079	train
5219	 Decreto no 92.617	train
5220	 Lei no 6.001	train
5221	Lei Complementar no 67	train
5222	Medida Provisória no 2.157	train
5223	Lei Complementar no 66	train
5224	 Lei no 7.827	train
5225	Medida Provisória no 2.156	train
5226	 Lei no 5.869	train
5227	 Lei no 6.813	train
5228	 Lei no 4.504	train
5229	 Lei no 6.528	test
5230	 Lei no 4.504	test
5231	 Lei no 6.880	train
5232	 Decreto no 5.411	train
5233	 Decreto no 4.248	train
5234	 Lei no 8.031	train
5235	Decreto-Lei no 73	train
5236	 Lei no 7.347	train
5237	Decreto-Lei no 3.689	train
5238	 Lei no 11.107	train
5239	 Lei no 9.650	train
5240	 Lei no 10.233	test
5241	Medida Provisória no 353	test
5242	 Lei no 11.196	test
5243	 Decreto no 5.602	test
5244	 Lei no 8.036	train
5245	 Lei no 10.188	train
5246	 Lei no 10.233	train
5247	 Decreto no 5.827	train
5248	 Decreto no 61.836	train
5249	 Lei no 8.212	train
5250	 Decreto no 3.048	train
5251	 Decreto no 40.556	train
5252	 Decreto no 5.966	train
5253	 Lei no 10.933	test
5254	 Decreto no 5.385	test
5255	 Decreto no 3.048	train
5256	 Decreto no 4.703	train
5257	 Decreto no 6.007	train
5258	 Lei no 11.306	train
5259	Decreto-Lei no 5.452	train
5260	 Decreto no 70.235	train
5261	 Lei no 9.096	train
5262	 Lei no 9.985	train
5263	 Lei no 11.105	train
5264	 Lei no 10.814	train
5265	 Lei no 10.147	train
5266	 Decreto no 3.803	train
5267	 Decreto no 40.556	test
5268	 Lei no 11.357	test
5269	 Lei no 8.072	train
5270	 Lei no 9.991	train
5271	 Lei no 7.210	train
5272	 Lei no 2.848	train
5273	 Lei no 10.683	train
5274	 Decreto no 4.590	train
5275	 Lei no 10.833	train
5276	 Decreto no 5.062	train
5277	 Decreto no 6.046	train
5278	 Lei no 8.878	train
5279	 Decreto no 5.115	train
5280	 Decreto no 5.949	test
5281	 Lei no 11.457	test
5282	 Decreto no 70.235	test
5283	 Lei no 11.438	train
5284	 Decreto no 3.939	train
5285	 Decreto no 3.048	train
5286	Decreto-Lei no 2.433	train
5287	 Lei no 10.233	train
5288	 Lei no 8.666	train
5289	 Lei no 11.196	train
5290	 Lei no 10.666	train
5291	 Decreto no 5.023	train
5292	 Lei no 10.683	test
5293	 Lei no 11.356	test
5294	 Lei no 11.321	test
5295	 Lei no 10.184	train
5296	 Decreto no 5.926	train
5297	 Decreto no 6.041	train
5298	 Lei no 8.405	train
5299	 Decreto no 6.145	train
5300	 Decreto no 4.769	train
5301	 Decreto no 3.905	train
5302	 Lei no 10.836	train
5303	 Decreto no 5.209	train
5304	 Decreto no 4.544	test
5305	 Decreto no 3.945	test
5306	Medida Provisória no 2.186	test
5307	 Lei no 10.558	train
5308	 Lei no 11.096	train
5309	 Lei no 9.074	train
5310	 Decreto no 3.564	train
5311	 Lei no 10.485	train
5312	 Decreto no 6.006	train
5313	 Lei no 8.212	train
5314	 Lei no 11.457	train
5315	 Lei no 11.488	train
5316	 Decreto no 6.144	train
5317	Medida Provisória no 373	train
5318	 Decreto no 6.046	test
5319	 Decreto no 5.490	test
5320	 Lei no 11.438	train
5321	Lei Complementar no 123	train
5322	 Lei no 11.345	train
5323	 Decreto no 5.289	train
5324	Decreto-Lei no 1.876	train
5325	 Decreto no 4.622	train
5326	 Lei no 11.368	train
5327	 Lei no 8.213	train
5328	 Lei no 569	train
5329	 Lei no 8.028	test
5330	Medida Provisória no 2.216	test
5331	 Lei no 11.358	test
5332	 Decreto no 5.196	train
5333	 Lei no 10.101	train
5334	 Decreto no 5.847	train
5335	 Lei no 10.826	train
5336	Medida Provisória no 379	train
5337	Medida Provisória no 380	train
5338	 Lei no 9.434	train
5339	 Decreto no 3.048	train
5340	 Decreto no 5.163	train
5341	 Decreto no 88.777	test
5342	 Lei no 10.485	test
5343	 Decreto no 6.006	test
5344	Medida Provisória no 382	test
5345	 Lei no 10.826	train
5346	Medida Provisória no 2.199	train
5347	 Lei no 9.394	train
5348	 Lei no 8.742	train
5349	 Lei no 10.741	train
5350	 Decreto no 3.048	train
5351	Medida Provisória no 2.229	train
5352	 Decreto no 3.564	train
5353	 Decreto no 3.048	train
5354	 Decreto no 6.006	train
5355	 Lei no 10.841	test
5356	 Decreto no 6.188	test
5357	 Decreto no 5.174	test
5358	 Decreto no 6.207	train
5359	 Decreto no 6.006	train
5360	 Decreto no 4.670	train
5361	 Decreto no 4.732	train
5362	Medida Provisória no 385	train
5363	 Lei no 8.666	train
5364	 Lei no 11.484	train
5365	 Lei no 11.484	train
5366	 Decreto no 6.217	test
5367	 Decreto no 1.068	test
5368	 Lei no 11.524	train
5369	 Decreto no 6.046	train
5370	 Decreto no 5.184	train
5371	 Lei no 10.485	train
5372	 Decreto no 6.006	train
5373	 Decreto no 5.079	train
5374	 Lei no 10.666	train
5375	 Lei no 11.354	train
5376	 Lei no 11.457	train
5377	 Lei no 10.195	train
5378	 Lei no 11.457	train
5379	 Lei no 11.355	test
5380	 Lei no 11.358	test
5381	 Lei no 9.478	test
5382	Decreto-Lei no 719	test
5383	 Lei no 11.529	train
5384	 Lei no 11.494	train
5385	 Decreto no 4.853	train
5386	 Lei no 5.917	train
5387	 Lei no 10.260	train
5388	 Decreto no 6.042	train
5389	 Decreto no 3.048	train
5390	 Lei no 9.192	train
5391	 Decreto no 1.916	train
5392	 Decreto no 4.550	train
5393	 Decreto no 6.161	test
5394	 Lei no 9.972	test
5395	 Decreto no 5.390	train
5396	 Decreto no 1.422	train
5397	 Lei no 10.826	train
5398	Medida Provisória no 379	train
5399	Medida Provisória no 380	train
5400	 Decreto no 5.939	train
5401	Decreto-Lei no 2.848	train
5402	 Lei no 11.494	train
5403	 Decreto no 6.253	train
5404	 Decreto no 5.551	train
5405	 Decreto no 5.743	train
5406	 Decreto no 6.083	train
5407	 Lei no 8.934	test
5408	Decreto-Lei no 1.715	test
5409	 Decreto no 5.751	test
5410	 Decreto no 4.899	train
5411	 Lei no 10.101	train
5412	 Lei no 10.485	train
5413	 Decreto no 6.006	train
5414	Medida Provisória no 382	train
5415	 Decreto no 6.187	train
5416	 Decreto no 2.122	train
5417	 Decreto no 4.297	train
5418	Decreto-Lei no 2.375	train
5419	 Decreto no 4.858	train
5420	 Lei no 8.213	test
5421	 Decreto no 99.066	test
5422	 Lei no 6.198	train
5423	 Decreto no 5.053	train
5424	 Lei no 9.615	train
5425	 Decreto no 88.777	train
5426	 Lei no 11.437	train
5427	 Lei no 8.685	train
5428	 Lei no 8.742	train
5429	 Lei no 8.742	train
5430	 Lei no 11.451	train
5431	 Decreto no 6.046	test
5432	 Decreto no 6.183	test
5433	 Lei no 11.364	train
5434	 Lei no 11.355	train
5435	 Lei no 9.818	train
5436	 Decreto no 5.926	train
5437	 Decreto no 3.179	train
5438	 Lei no 11.451	train
5439	 Lei no 9.394	train
5440	 Lei no 9.434	train
5441	 Lei no 10.831	test
5442	 Decreto no 3.520	test
5443	 Decreto no 5.184	test
5444	 Decreto no 6.170	train
5445	 Decreto no 1.304	train
5446	 Decreto no 3.917	train
5447	 Lei no 8.878	train
5448	 Decreto no 5.115	train
5449	 Lei no 6.404	train
5450	 Lei no 6.385	train
5451	 Lei no 5.889	train
5452	 Lei no 11.524	train
5453	 Lei no 11.129	train
5454	 Lei no 10.836	train
5455	 Decreto no 6.277	train
5456	 Lei no 10.637	test
5457	 Lei no 10.833	test
5458	 Lei no 10.865	test
5459	 Decreto no 5.821	test
5460	 Lei no 11.033	test
5461	 Lei no 9.424	train
5462	 Lei no 9.478	train
5463	 Lei no 9.478	train
5464	 Lei no 9.530	train
5465	 Lei no 9.530	train
5466	Decreto-Lei no 2.406	train
5467	Decreto-Lei no 2.406	train
5468	 Decreto no 90.608	train
5469	 Lei no 4.024	test
5470	 Lei no 9.131	test
5471	 Decreto no 80.419	test
5472	 Decreto no 2.353	train
5473	 Decreto no 2.661	train
5474	 Lei no 6.435	train
5475	 Lei no 5.627	train
5476	Decreto-Lei no 73	train
5477	 Lei no 8.723	train
5478	 Decreto no 2.015	train
5479	 Lei no 7.674	train
5480	 Decreto no 2.567	train
5481	 Lei no 9.605	train
5482	 Lei no 9.434	test
5483	 Lei no 8.029	test
5484	 Lei no 8.154	test
5485	 Lei no 8.029	train
5486	 Lei no 8.154	train
5487	 Lei no 9.656	train
5488	Decreto-Lei no 73	train
5489	 Lei no 9.491	train
5490	 Lei no 8.031	train
5491	 Lei no 9.656	train
5492	 Lei no 9.656	train
5493	 Lei no 8.629	train
5494	Decreto-Lei no 3.365	train
5495	 Lei no 4.878	train
5496	 Decreto no 3.031	test
5497	 Lei no 8.723	test
5498	 Lei no 9.656	train
5499	 Decreto no 715	train
5500	 Lei no 7.347	train
5501	 Lei no 9.649	train
5502	 Lei no 8.112	train
5503	 Lei no 5.859	train
5504	 Lei no 7.827	train
5505	 Lei no 9.473	train
5506	 Lei no 9.530	test
5507	 Lei no 4.878	test
5508	 Lei no 4.504	train
5509	 Lei no 8.629	train
5510	Decreto-Lei no 3.365	train
5511	 Decreto no 2.513	train
5512	 Lei no 9.649	train
5513	 Lei no 9.782	train
5514	 Lei no 8.629	train
5515	Decreto-Lei no 3.365	train
5516	 Lei no 4.878	train
5517	 Lei no 6.368	train
5518	 Lei no 6.368	train
5519	 Lei no 7.418	test
5520	 Decreto no 1.387	test
5521	 Lei no 9.503	train
5522	 Lei no 9.649	train
5523	 Lei no 9.692	train
5524	 Lei no 8.029	train
5525	 Lei no 8.154	train
5526	 Decreto no 99.603	train
5527	 Decreto no 2.958	train
5528	 Lei no 9.491	train
5529	 Lei no 8.031	train
5530	 Lei no 9.434	train
5531	 Lei no 9.491	test
5532	 Lei no 8.031	test
5533	 Lei no 6.435	test
5534	 Lei no 5.627	test
5535	Decreto-Lei no 73	test
5536	 Lei no 6.435	train
5537	 Lei no 5.627	train
5538	Decreto-Lei no 73	train
5539	 Lei no 7.827	train
5540	 Lei no 9.656	train
5541	 Lei no 7.738	train
5542	 Lei no 7.730	train
5543	 Lei no 6.368	train
5544	 Lei no 9649	train
5545	 Decreto no 1.680	train
5546	 Lei no 9.924	train
5547	 Decreto no 2.346	test
5548	 Decreto no 2.907	test
5549	 Lei no 9.082	train
5550	 Lei no 9.293	train
5551	 Lei no 4.771	train
5552	 Lei no 8.313	train
5553	 Lei no 8.989	train
5554	 Lei no 9.660	train
5555	 Lei no 9.473	train
5556	 Lei no 9.082	train
5557	 Lei no 9.293	train
5558	 Lei no 8.723	train
5559	Lei Complementar no 80	train
5560	Lei Complementar no 87	test
5561	Lei Complementar no 56	test
5562	Decreto-Lei no 406	test
5563	 Lei no 8.745	train
5564	 Lei no 9.082	train
5565	 Lei no 9.293	train
5566	 Lei no 4.771	train
5567	 Lei no 8.313	train
5568	 Lei no 8.989	train
5569	 Lei no 9.660	train
5570	 Lei no 9.473	train
5571	 Lei no 8.723	train
5572	 Lei no 8.745	train
5573	 Lei no 9.424	test
5574	 Lei no 9.478	test
5575	 Lei no 9.530	train
5576	Decreto-Lei no 2.406	train
5577	 Lei no 8.629	train
5578	Decreto-Lei no 3.365	train
5579	 Lei no 4.878	train
5580	 Lei no 9.605	train
5581	 Lei no 9.434	train
5582	 Lei no 8.029	train
5583	 Lei no 8.154	train
5584	 Lei no 9.491	train
5585	 Lei no 8.031	train
5586	 Lei no 9.656	test
5587	 Lei no 7.827	test
5588	 Lei no 9.789	train
5589	 Decreto no 880	train
5590	 Lei no 8.242	train
5591	 Decreto no 408	train
5592	 Decreto no 2.173	train
5593	 Lei no 4.229	train
5594	 Decreto no 2.980	train
5595	 Lei no 9.605	train
5596	 Lei no 7.418	train
5597	 Lei no 9.473	test
5598	 Lei no 4.771	test
5599	 Lei no 9.530	train
5600	 Lei no 9.491	train
5601	 Lei no 8.031	train
5602	 Lei no 4.878	train
5603	 Lei no 9.434	train
5604	 Lei no 7.347	train
5605	 Lei no 9.649	train
5606	 Lei no 9.530	train
5607	Decreto-Lei no 2.406	train
5608	 Lei no 8.629	test
5609	Decreto-Lei no 3.365	test
5610	 Lei no 4.878	test
5611	 Lei no 6.368	train
5612	 Lei no 7.418	train
5613	 Lei no 8.112	train
5614	 Lei no 7.347	train
5615	 Lei no 9.605	train
5616	 Lei no 9.434	train
5617	 Lei no 8.029	train
5618	 Lei no 8.154	train
5619	 Lei no 7827	train
5620	 Lei no 7.738	test
5621	 Lei no 7.730	test
5622	 Lei no 9.649	test
5623	 Lei no 9.069	train
5624	 Decreto no 1.312	train
5625	 Lei no 9.491	train
5626	 Lei no 8.031	train
5627	 Decreto no 2.912	train
5628	 Lei no 9.605	train
5629	 Lei no 9.434	train
5630	 Lei no 8.029	train
5631	 Lei no 8.154	train
5632	 Lei no 9.491	train
5633	 Lei no 8.031	train
5634	 Lei no 6.435	train
5635	 Lei no 5.627	train
5636	Decreto-Lei no 73	train
5637	 Lei no 7.827	test
5638	 Lei no 9.782	test
5639	 Decreto no 2.984	train
5640	 Decreto no 2.246	train
5641	 Decreto no 1.967	train
5642	Decreto-Lei no 1.593	train
5643	 Decreto no 2.015	train
5644	 Decreto no 2.567	train
5645	 Decreto no 3.021	train
5646	 Lei no 4.229	train
5647	 Lei no 7.738	train
5648	 Lei no 7.730	train
5649	 Lei no 9.082	test
5650	 Lei no 9.293	test
5651	 Lei no 9.692	test
5652	 Lei no 9.692	train
5653	 Lei no 8.029	train
5654	 Lei no 8.154	train
5655	 Lei no 7.827	train
5656	 Lei no 6.435	train
5657	 Lei no 5.627	train
5658	Decreto-Lei no 73	train
5659	 Lei no 9.491	train
5660	 Lei no 8.031	train
5661	 Lei no 9.424	train
5662	Medida Provisória no 1.891	train
5663	Decreto-Lei no 1.593	train
5664	 Lei no 8.723	test
5665	 Lei no 8.313	test
5666	 Lei no 9.605	train
5667	Decreto-Lei no 2.406	train
5668	 Lei no 7.418	train
5669	 Lei no 9.478	train
5670	 Lei no 9.473	train
5671	 Lei no 4.771	train
5672	 Lei no 6.368	train
5673	 Lei no 7.418	train
5674	 Lei no 8.112	test
5675	 Lei no 9.424	test
5676	 Lei no 9.478	train
5677	 Lei no 9.692	train
5678	 Lei no 9.605	train
5679	 Lei no 8.745	train
5680	 Lei no 9.530	train
5681	 Lei no 4.878	train
5682	 Lei no 9.434	train
5683	 Lei no 8.629	train
5684	Decreto-Lei no 3.365	train
5685	 Lei no 9.656	test
5686	 Lei no 9.649	test
5687	 Decreto no 2.980	train
5688	 Decreto no 69.393	train
5689	 Decreto no 2.047	train
5690	 Lei no 4.229	train
5691	 Lei no 9.656	train
5692	 Lei no 9.082	train
5693	 Lei no 9.293	train
5694	 Decreto no 2.641	train
5695	 Decreto no 2.321	train
5696	 Decreto no 2.419	test
5697	 Lei no 9.782	test
5698	 Lei no 9.782	train
5699	 Lei no 9.782	train
5700	 Lei no 9.782	train
5701	 Lei no 6.435	train
5702	 Lei no 5.627	train
5703	Decreto-Lei no 73	train
5704	 Lei no 7.827	train
5705	 Decreto no 2.952	train
5706	 Decreto no 2.971	train
5707	 Lei no 9.602	train
5708	 Decreto no 2.613	train
5709	 Lei no 9.796	test
5710	 Lei no 8.112	test
5711	Decreto-Lei no 1.593	train
5712	 Lei no 4.229	train
5713	Lei Complementar no 93	train
5714	 Decreto no 3.027	train
5715	 Lei no 9.533	train
5716	 Lei no 4.771	train
5717	 Lei no 10.406	train
5718	Decreto-Lei no 2.627	train
5719	 Decreto no 40.556	train
5720	 Decreto no 4.678	train
5721	 Decreto no 4.248	test
5722	 Decreto no 5.185	test
5723	 Decreto no 940	train
5724	 Lei no 4.131	train
